Month,Day,Year,Survey,Transect,Scat_#,Latitude,Longitude,Habitat_type,Freshness,Diameter_1,Diameter_2,Length,Spp_ID_(field),Lab_ID,Spp_ID_(fragment analysis),Individual_ID
6,24,2008,1,A,1,3806579,345694,G,.,2.34,2.4,17.5,coyote,1,unk,1
6,24,2008,1,A,2,3806581,345694,G,.,.,.,.,unk,2,unk,.
6,24,2008,1,A,3,3806581,345694,G,.,1.47,1.35,6,NC,3,MC,.
6,24,2008,1,A,4,3806530,345694,G,.,2.33,2.2,5,MC,4,unk,.
6,24,2008,1,A,5,3806537,345692,G,.,1.83,2.05,2.9,MC,5,unk,.
6,24,2008,1,A,6,3806271,345692,G,.,0.88,0.85,3.5,NC,6,coyote,2
6,24,2008,1,A,7,3806258,345692,G,.,1.76,1.71,9,MC,7,coyote,.
6,24,2008,1,A,8,3806228,345688,G,.,2.2,2.17,4.5,MC,8,coyote,.
6,24,2008,1,A,9,3806229,345687,G,.,2.08,1.87,5.5,MC,9,coyote,.
6,24,2008,1,A,10,3805970,345682,G,.,.,.,.,unk,10,unk,.
6,24,2008,1,A,11,3805916,345685,G,.,2.69,2.18,5.4,MC,11,unk,.
6,24,2008,1,A,12,3805753,345679,G,.,1.81,1.74,6,NC,12,coyote,3
6,24,2008,1,A,13,3805755,345680,G,.,2.22,2.19,7.5,coyote,13,unk,3
6,24,2008,1,A,14,3805758,345678,G,.,2.09,2.28,5,NC,14,coyote,3
6,24,2008,1,A,15,3805764,345680,G,.,1.77,1.85,7,coyote,15,coyote,.
6,24,2008,1,A,16,3805763,345681,G,.,1.64,1.67,4,NC,16,coyote,2
6,24,2008,1,A,17,3805755,345689,G,.,1.54,1.11,2.5,unk,17,coyote,2
6,24,2008,1,A,18,3805756,345679,G,.,1.36,1.11,3,NC,18,coyote,3
6,24,2008,1,A,19,3805637,345682,G,.,1.66,1.74,2.7,unk,19,coyote,3
6,24,2008,1,A,20,3805640,345680,G,.,1.12,1.23,3,unk,20,coyote,3
6,24,2008,1,A,21,3805635,345680,G,.,1.72,1.73,2.5,unk,21,coyote,3
6,24,2008,1,A,22,3805287,345672,G,.,2.07,1.98,3.1,unk,22,coyote,.
6,24,2008,1,A,23,3805247,345671,G,.,.,.,.,unk,23,coyote,.
6,24,2008,1,A,24,3805229,345670,G,.,.,.,.,unk,24,coyote,.
6,24,2008,1,B,1,3803767,345009,G,.,.,.,.,unk,25,unk,.
6,24,2008,1,B,2,3803777,345016,G,.,1.78,1.58,4.4,NC,26,coyote,4
6,24,2008,1,B,3,3803777,345014,G,.,.,.,.,unk,27,unk,.
6,24,2008,1,B,4,3803776,345015,G,.,1.66,1.58,3.2,unk,28,coyote,4
6,24,2008,1,B,5,3803778,345016,G,.,.,.,.,unk,29,coyote,.
6,24,2008,1,B,6,3803778,345014,G,.,1.66,1.92,.,unk,30,unk,.
6,24,2008,1,B,7,3803625,344950,G,.,2,1.48,7.2,MC,31,MC,5
6,24,2008,1,B,8,3803495,344886,G,.,.,.,.,unk,32,coyote,6
6,24,2008,1,B,9,3803358,344825,G,.,1.66,1.67,4.1,NC,33,coyote,3
6,24,2008,1,B,10,3802884,344609,G,.,.,.,.,unk,34,MC,.
6,24,2008,1,B,11,3802878,344611,G,.,.,.,.,unk,35,coyote,.
6,24,2008,1,B,12,3802860,344600,G,.,.,.,.,unk,36,coyote,.
6,24,2008,1,C,1,3799141,343388,S,.,.,.,.,unk,37,coyote,.
6,24,2008,1,C,2,3799072,343410,S,.,1.94,1.83,10,coyote,38,coyote,7
6,24,2008,1,C,3,3799048,343426,S,.,.,.,.,unk,39,coyote,.
6,24,2008,1,C,4,3798888,343519,S,.,2.16,2.21,6.5,MC,40,coyote,8
6,24,2008,1,C,5,3798603,343684,S,.,1.85,1.97,19,coyote,41,coyote,7
6,26,2008,1,I,3,3803441,349941,G,3,1.92,1.77,8,coyote,42,coyote,9
6,26,2008,1,J,1,3806039,348310,G,3,1.97,2.37,8,coyote,43,coyote,1
6,27,2008,1,P,2,3788820,337227,S,3,2.01,1.8,10,coyote,44,unk,10
6,28,2008,1,S,4,3794822,323012,S,3,2.71,2.51,11,coyote,45,coyote,.
7,7,2008,2,C,1,3799045,343428,S,3,2.19,2.23,8,coyote,46,coyote,11
7,8,2008,2,H,2,3800885,350414,G,3,1.94,1.68,6.5,coyote,47,coyote,12
7,8,2008,2,I,2,3803327,350019,G,3,2.35,2.12,8.5,coyote,48,coyote,13
7,9,2008,2,L,2,3793706,340273,S,3,1.8,1.81,9.5,coyote,49,unk,.
7,21,2008,3,C,5,3798987,343455,S,3,2.76,2.86,9.9,coyote,50,unk,.
7,23,2008,3,M,3,3793650,337689,G,3,2.36,2.45,6.9,coyote,51,MC,14
7,7,2008,2,C,2,3798977,343464,S,2,2.37,2.51,6.6,coyote,52,coyote,15
7,7,2008,2,E,2,3796056,344908,G,2,2.33,2.37,10.4,coyote,53,coyote,16
7,8,2008,2,F,2,3795646,346880,G,2,2.27,2.71,11.2,coyote,54,coyote,17
7,8,2008,2,H,4,3801559,350915,G,2,2.69,2.71,12,coyote,55,coyote,12
7,8,2008,2,J,2,3806327,348125,G,2,1.86,1.89,8.5,coyote,56,unk,.
7,8,2008,2,J,5,3806823,347806,G,2,1.92,1.75,7,coyote,57,coyote,2
7,9,2008,2,O,2,3788580,334524,S,2,1.87,2.11,8,coyote,58,MC,18
7,24,2008,3,S,1,3795612,323034,S,2,2.26,2.36,9.5,coyote,59,coyote,.
6,24,2008,1,C,6,3798481,343748,S,.,.,.,.,unk,60,unk,.
6,24,2008,1,C,7,3798318,343846,S,.,.,.,.,unk,61,coyote,7
6,25,2008,1,D,1,3800097,341762,S,.,2.38,2.46,25,coyote,62,unk,7
6,25,2008,1,D,2,3800218,341471,S,.,2,1.96,14.2,coyote,63,coyote,19
6,25,2008,1,D,3,3800238,341422,S,.,2,2.07,4.3,MC,64,coyote,20
6,25,2008,1,D,4,3800252,341406,S,.,1.5,1.45,5.7,NC,65,coyote,20
6,25,2008,1,E,1,3796440,344792,G,.,2.15,2.01,9.5,coyote,66,unk,16
6,25,2008,1,E,2,3796143,344877,G,.,.,.,.,unk,67,coyote,21
6,25,2008,1,E,3,3795256,345215,G,.,2.06,1.93,11.5,coyote,68,unk,.
6,25,2008,1,F,1,3795430,346792,G,.,.,.,.,unk,69,coyote,22
6,25,2008,1,F,2,3795562,346845,G,.,.,.,.,unk,70,coyote,.
6,25,2008,1,F,3,3796263,347167,G,.,2.17,1.94,9,coyote,71,coyote,.
6,25,2008,1,F,4,3796362,347216,G,.,2.41,2.45,10,coyote,72,MC,.
6,25,2008,1,F,5,3796383,347223,G,.,2.03,2.27,9,coyote,73,coyote,23
6,25,2008,1,G,1,3798299,348427,G,.,1.73,1.7,9.8,MC,74,coyote,.
6,25,2008,1,G,2,3798363,348475,G,.,1.98,1.61,10.5,coyote,75,coyote,24
6,25,2008,1,H,1,3800682,350260,G,.,2.24,2.5,12,MC,76,coyote,25
6,25,2008,1,H,2,3800771,350328,G,.,1.49,1.43,10,MC,77,coyote,.
6,25,2008,1,H,3,3800932,350440,G,.,1.29,1.5,11,MC,78,coyote,26
6,25,2008,1,H,4,3800961,350461,G,.,2.12,1.88,9,coyote,79,unk,.
6,25,2008,1,H,5,3801073,350554,G,.,1.85,1.96,12,coyote,80,coyote,26
6,25,2008,1,H,6,3801224,350664,G,.,1.97,1.95,10,coyote,81,coyote,26
6,25,2008,1,H,7,3801246,350682,G,.,1.75,1.8,10.5,MC,82,coyote,.
6,25,2008,1,H,8,3801287,350709,G,.,.,.,.,unk,83,coyote,26
6,25,2008,1,H,9,3801859,350942,G,.,.,.,.,unk,84,coyote,.
6,25,2008,1,H,10,3801861,350941,G,.,2.14,1.73,15.5,coyote,85,coyote,12
6,26,2008,1,I,1,3803185,350102,G,3,1.64,1.52,6,NC,86,MC,.
6,26,2008,1,I,2,3803250,350064,G,3,.,.,.,unk,87,coyote,.
6,26,2008,1,I,4,3803737,349758,G,2,.,.,.,unk,88,MC,.
6,26,2008,1,I,5,3803752,349745,G,2,.,.,.,unk,89,MC,5
6,26,2008,1,I,6,3803840,349691,G,2,2.07,2.08,11.1,coyote,90,unk,.
6,26,2008,1,I,7,3803909,349650,G,2,.,.,.,unk,91,MC,.
6,26,2008,1,I,8,3803909,349652,G,1,.,.,.,unk,92,MC,27
6,26,2008,1,I,9,3803907,349651,G,2,2,1.89,5.7,MC,93,coyote,27
6,26,2008,1,I,10,3804008,349587,G,3,1.73,1.77,4.5,MC,94,MC,28
6,26,2008,1,J,2,3806117,348261,G,3,1.79,1.75,7.5,MC,95,coyote,2
6,26,2008,1,J,3,3806117,348261,G,1,1.84,1.96,9.5,coyote,96,coyote,29
6,26,2008,1,J,4,3806264,348160,G,3,1.18,1.35,6.5,MC,97,MC,1
6,26,2008,1,J,5,3806286,348148,G,2,.,.,.,unk,98,MC,.
6,26,2008,1,J,6,3806286,348149,G,3,.,.,.,unk,99,unk,.
6,26,2008,1,J,7,3806440,348054,G,2,1.55,1.62,4.5,NC,100,coyote,29
6,26,2008,1,J,8,3806463,348003,G,1,2.11,2.03,6.5,coyote,101,unk,.
6,26,2008,1,J,9,3806798,347820,G,2,.,.,.,unk,102,unk,.
6,26,2008,1,J,10,3806837,347797,G,2,.,.,.,unk,103,coyote,29
6,26,2008,1,J,11,3806843,347788,G,2,2.28,2.15,8,coyote,104,unk,.
6,26,2008,1,J,12,3806970,347714,G,2,1.57,1.62,6,NC,105,unk,.
6,27,2008,1,K,1,3796558,341967,S,3,.,.,.,unk,106,coyote,30
6,27,2008,1,K,2,3796472,341916,S,3,1.34,1.48,6.6,NC,107,coyote,.
6,27,2008,1,K,3,3796116,341830,S,1,.,.,.,unk,108,coyote,.
6,27,2008,1,K,4,3795609,341566,S,2,.,.,.,unk,109,unk,.
6,27,2008,1,L,1,3793984,340294,S,2,.,.,.,unk,110,MC,.
6,27,2008,1,M,1,3793641,337922,G,2,1.89,2.38,5.9,MC,111,coyote,.
6,27,2008,1,M,2,3793679,337172,G,2,3.09,3.1,10.3,coyote,112,coyote,.
6,27,2008,1,L,2,3793485,340019,S,1,.,.,.,unk,113,coyote,.
6,27,2008,1,M,3,3793696,336984,G,2,1.38,1.36,7.8,MC,114,unk,.
6,27,2008,1,M,4,3793643,336794,G,3,2.29,2.15,5.5,MC,115,coyote,31
6,27,2008,1,N,1,3792262,335946,G,1,.,.,.,unk,116,unk,.
6,27,2008,1,N,2,3791863,335801,G,2,2.34,2.4,13,coyote,117,coyote,.
6,27,2008,1,N,3,3791237,335573,G,2,1.65,1.56,6.5,MC,118,coyote,32
6,27,2008,1,N,4,3790845,335416,G,2,2.15,2.1,5.5,MC,119,unk,.
6,27,2008,1,O,1,3788440,334464,S,2,.,.,.,unk,120,coyote,.
6,27,2008,1,O,2,3787979,334413,S,2,2.03,2.08,4.5,MC,121,coyote,.
6,27,2008,1,P,1,3788291,336970,S,2,2.19,2.36,9,coyote,122,coyote,.
6,28,2008,1,Q,1,3790250,338810,S,2,1.67,1.86,9,MC,123,coyote,33
6,28,2008,1,Q,2,3790373,338916,S,2,2,2.04,11.5,coyote,124,coyote,10
6,28,2008,1,Q,3,3790395,338941,S,2,1.79,1.81,10,coyote,125,unk,.
6,28,2008,1,Q,4,3790524,339047,S,2,.,.,.,unk,126,unk,.
6,28,2008,1,R,1,3795920,324885,S,2,.,.,.,unk,127,coyote,.
6,28,2008,1,R,2,3795993,324760,S,2,1.81,1.84,5.3,MC,128,coyote,34
6,28,2008,1,R,3,3795996,324709,S,3,.,.,.,unk,129,coyote,.
6,28,2008,1,R,4,3796005,324684,S,2,.,.,.,unk,130,coyote,.
6,28,2008,1,R,5,3796004,324687,S,2,2.4,2.59,8.3,MC,131,MC,.
6,28,2008,1,R,6,3796011,324664,S,2,1.49,1.48,5.2,NC,132,unk,.
6,28,2008,1,R,7,3796088,324460,S,2,2.37,2.16,7.1,coyote,133,coyote,35
6,28,2008,1,R,8,3796180,324212,S,3,.,.,.,unk,134,coyote,.
6,28,2008,1,R,9,3796197,324162,S,2,2.21,2.14,8.5,coyote,135,unk,.
6,28,2008,1,R,10,3796195,324156,S,2,1.57,1.67,8,MC,136,coyote,.
6,28,2008,1,R,11,3796221,324099,S,3,.,.,.,unk,137,coyote,.
6,28,2008,1,R,12,3796235,324054,S,1,2.28,2.18,6.9,MC,138,MC,36
6,28,2008,1,R,13,3796251,324014,S,1,1.52,1.5,8.3,MC,139,coyote,37
6,28,2008,1,R,14,3796276,323971,S,2,2.03,1.85,8.3,coyote,140,unk,.
6,28,2008,1,R,15,3796299,323896,S,2,1.31,1.39,7.2,MC,141,coyote,.
6,28,2008,1,R,16,3796332,323812,S,2,.,.,.,unk,142,coyote,.
6,28,2008,1,R,17,3796344,323778,S,2,2.31,2.13,12.4,coyote,143,coyote,.
6,28,2008,1,R,18,3796345,323779,S,3,.,.,.,unk,144,coyote,.
6,28,2008,1,R,19,3796344,323778,S,2,1.9,1.93,9,coyote,145,coyote,36
6,28,2008,1,S,1,3795604,323036,S,2,1.82,2.01,7,coyote,146,coyote,38
6,28,2008,1,S,2,3795277,323020,S,3,3.35,2.9,14.5,coyote,147,coyote,37
6,28,2008,1,S,3,3795102,323027,S,2,1.56,1.26,8.5,MC,148,coyote,.
6,28,2008,1,S,5,3794590,322955,S,2,1.89,1.74,8.5,coyote,149,coyote,35
6,28,2008,1,T,1,3791803,322589,S,2,3.6,2.74,16.2,coyote,150,MC,.
6,28,2008,1,T,2,3791747,322589,S,2,2.07,2.12,10.5,coyote,151,coyote,.
6,28,2008,1,T,3,3791748,322590,S,2,.,.,.,unk,152,coyote,.
7,7,2008,2,A,1,3806674,345699,G,2,1.88,1.78,8.5,MC,153,coyote,.
7,7,2008,2,A,2,3806319,345687,G,2,.,.,.,unk,154,MC,1
7,7,2008,2,A,3,3806320,345685,G,2,.,.,.,unk,155,unk,.
7,7,2008,2,A,4,3806085,345687,G,2,.,.,.,unk,156,coyote,.
7,7,2008,2,A,5,3805665,345678,G,2,1.95,2,4,NC,157,unk,.
7,7,2008,2,A,6,3805512,345673,G,2,.,.,.,unk,158,unk,.
7,7,2008,2,A,7,3805513,345676,G,2,2.28,2.31,4,MC,159,unk,1
7,7,2008,2,A,8,3805517,345659,G,2,.,.,.,unk,160,coyote,.
7,7,2008,2,A,9,3805403,345677,G,2,.,.,.,unk,161,coyote,2
7,7,2008,2,A,10,3805296,345674,G,2,.,.,.,unk,162,coyote,39
7,7,2008,2,A,11,3805255,345672,G,3,.,.,.,unk,163,coyote,.
7,7,2008,2,B,1,3803813,345035,G,2,.,.,.,unk,164,coyote,3
7,7,2008,2,B,2,3803350,344824,G,2,.,.,.,unk,165,unk,.
7,7,2008,2,B,3,3803349,344821,G,1,.,.,.,unk,166,unk,.
7,7,2008,2,B,4,3803347,344821,G,2,2.01,2.1,5.5,MC,167,coyote,.
7,7,2008,2,B,5,3803356,344804,G,1,2.01,1.9,4.5,MC,168,coyote,27
7,7,2008,2,C,3,3798709,343613,S,2,2.93,2.44,7.3,coyote,169,coyote,15
7,7,2008,2,C,4,3798615,343673,S,2,1.82,1.61,15,MC,170,coyote,40
7,7,2008,2,C,5,3798564,343703,S,2,.,.,.,unk,171,coyote,.
7,7,2008,2,C,6,3798445,343774,S,2,1.81,1.94,6.1,MC,172,unk,.
7,7,2008,2,C,7,3798432,343778,S,2,2.57,2.35,6.5,coyote,173,MC,.
7,7,2008,2,C,8,3798349,343833,S,2,.,.,.,unk,174,coyote,.
7,7,2008,2,C,9,3798307,343859,S,2,1.64,1.66,9,MC,175,MC,11
7,7,2008,2,D,1,3800171,341557,S,2,2.28,2.09,8,coyote,176,coyote,.
7,7,2008,2,D,2,3800193,341520,S,1,.,.,.,unk,177,coyote,41
7,7,2008,2,D,3,3800189,341521,S,2,.,.,.,unk,178,coyote,20
7,7,2008,2,D,4,3800189,341521,S,2,.,.,.,unk,179,coyote,.
7,7,2008,2,D,5,3800192,341520,S,2,.,.,.,unk,180,coyote,.
7,7,2008,2,D,6,3800215,341472,S,2,2.16,2.14,7,MC,181,MC,20
7,7,2008,2,D,7,3800218,341473,S,2,.,.,.,unk,182,MC,40
7,7,2008,2,D,8,3800221,341472,S,2,.,.,.,unk,183,coyote,.
7,7,2008,2,D,9,3800290,341345,S,2,1.98,2.07,10,coyote,184,coyote,.
7,7,2008,2,D,10,3800407,341124,S,2,3.41,2.74,16,coyote,185,coyote,.
7,7,2008,2,D,11,3800683,340664,S,2,2.13,2.05,11.5,coyote,186,coyote,19
7,7,2008,2,E,1,3796532,344768,G,2,.,.,.,unk,187,coyote,16
7,7,2008,2,E,3,3796047,344908,G,2,1.74,2,10.2,coyote,188,coyote,.
7,7,2008,2,E,4,3796048,344908,G,2,.,.,.,unk,189,coyote,.
7,8,2008,2,F,1,3795228,346684,G,2,2.22,2.02,12.2,coyote,190,unk,.
7,8,2008,2,F,3,3795669,346891,G,2,2.61,2.62,7.1,coyote,191,coyote,.
7,8,2008,2,F,4,3795687,346898,G,2,.,.,.,unk,192,coyote,.
7,8,2008,2,F,5,3796078,347078,G,2,.,.,.,unk,193,coyote,16
7,8,2008,2,F,6,3796082,347080,G,1,.,.,.,unk,194,coyote,16
7,8,2008,2,F,7,3796177,347123,G,1,.,.,.,unk,195,coyote,23
7,8,2008,2,G,1,3798443,348541,G,2,.,.,.,unk,196,MC,25
7,8,2008,2,H,1,3800672,350252,G,2,1.86,1.8,4.3,MC,197,MC,.
7,8,2008,2,H,3,3801506,350879,G,2,1.73,1.73,10,MC,198,unk,.
7,8,2008,2,I,1,3803155,350127,G,2,.,.,.,unk,199,MC,5
7,8,2008,2,I,3,3803378,349980,G,2,3.08,2.99,6.5,coyote,200,unk,.
7,8,2008,2,I,4,3803405,349969,G,2,.,.,.,unk,201,MC,5
7,8,2008,2,I,5,3803396,349974,G,2,.,.,.,unk,202,coyote,13
7,8,2008,2,I,6,3803575,349866,G,2,.,.,.,unk,203,coyote,.
7,8,2008,2,I,7,3803604,349850,G,1,.,.,.,unk,204,coyote,42
7,8,2008,2,I,8,3803625,349829,G,3,.,.,.,unk,205,unk,.
7,8,2008,2,I,9,3803751,349748,G,2,.,.,.,unk,206,MC,5
7,8,2008,2,I,10,3804077,349541,G,2,.,.,.,unk,207,coyote,27
7,8,2008,2,I,11,3804205,349460,G,1,.,.,.,unk,208,unk,.
7,8,2008,2,I,12,3804464,349303,G,2,.,.,.,unk,209,unk,.
7,8,2008,2,I,13,3804465,349302,G,2,2.32,2.25,12.5,coyote,210,coyote,.
7,8,2008,2,J,1,3806270,348158,G,2,.,.,.,unk,211,coyote,2
7,8,2008,2,J,3,3806472,348027,G,1,.,.,.,unk,212,unk,.
7,8,2008,2,J,4,3806760,347837,G,1,.',.,.,unk,213,unk,.
7,8,2008,2,J,6,3806840,347786,G,1,.,.,.,unk,214,coyote,2
7,8,2008,2,J,7,3807010,347674,G,2,.,.,.,unk,215,unk,.
7,9,2008,2,K,1,3796671,341979,S,3,1.73,1.49,8.5,MC,216,coyote,30
7,9,2008,2,K,2,3795655,341601,S,3,1.79,1.63,11,MC,217,coyote,30
7,9,2008,2,L,1,3793760,340265,S,2,1.77,1.62,7.5,MC,218,coyote,.
7,9,2008,2,M,1,3793646,338034,G,2,1.99,1.9,5.5,MC,219,coyote,.
7,9,2008,2,M,2,3793645,337989,G,2,.,.,.,unk,220,MC,.
7,9,2008,2,M,3,3793646,337686,G,2,2.46,2.54,11,MC,221,MC,31
7,9,2008,2,M,4,3793653,337672,G,2,2.42,2.4,6.5,coyote,222,unk,.
7,9,2008,2,M,5,3793688,337084,G,3,2.9,3,8.5,MC,223,MC,.
7,9,2008,2,M,6,3793694,337028,G,2,.,.,.,unk,224,coyote,.
7,9,2008,2,N,1,3791989,335852,G,2,.,.,.,unk,225,unk,.
7,9,2008,2,N,2,3791585,335692,G,2,2.81,2.77,9,coyote,226,MC,.
7,9,2008,2,O,1,3788640,334553,S,1,2.72,2.87,7.5,coyote,227,coyote,32
7,9,2008,2,O,3,3788509,334496,S,2,.,.,.,unk,228,coyote,.
7,13,2008,2,P,1,3788550,337099,S,2,.,.,.,unk,229,unk,.
7,13,2008,2,P,2,3788606,337126,S,2,.,.,.,unk,230,coyote,32
7,13,2008,2,P,3,3788845,337236,S,2,.,.,.,unk,231,coyote,.
7,13,2008,2,Q,1,3791352,339667,S,2,1.67,1.6,7.1,MC,232,unk,.
7,10,2008,2,R,1,3795969,324868,S,2,2.94,3.04,14,coyote,233,coyote,.
7,10,2008,2,R,2,3795949,324866,S,2,0.9,1.07,5,NC,234,unk,.
7,10,2008,2,R,3,3796003,324789,S,3,1.76,1.65,6,MC,235,coyote,34
7,10,2008,2,R,4,3796033,324599,S,2,.,.,.,unk,236,coyote,.
